Player ,Position,Team,Year ,ConfStanding,era ,w,l ,app,gs ,cg ,isho ,csho,sv ,ip ,h ,r ,er ,bb ,so ,2b ,3b ,hr ,ab ,bavg ,wp ,hbp ,bk ,1stTeam ,2ndTeam
Ginter,P, CSUP,2013,2,7.17,2,4,15,0,0,0,1,1,21.1,26,21,17,12,22,5,0,2,91,0.286,4,7,1,No,No
Given,P, CSUP,2013,2,5.21,1,1,16,0,0,0,1,2,19,27,14,11,1,14,8,3,1,79,0.342,0,3,0,No,No
Masterson,P, CSUP,2013,2,6.08,2,2,9,4,0,0,1,1,26.2,40,19,18,9,15,8,1,2,110,0.364,0,2,2,No,No
Megyeri,P, CSUP,2013,2,1.64,1,0,9,0,0,0,1,0,11,7,2,2,1,7,0,0,0,38,0.184,2,2,0,No,No
Sanchez,P, CSUP,2013,2,0,0,0,1,0,0,0,1,0,0.2,1,2,0,1,1,0,0,0,3,0.333,0,0,0,No,No
Schoon,P, CSUP,2013,2,5.09,6,4,14,12,3,2,1,0,76,87,50,43,28,56,13,3,3,302,0.288,5,6,1,No,No
Smith,P, CSUP,2013,2,4.6,0,0,12,0,0,0,1,1,15.2,19,13,8,8,11,6,1,0,65,0.292,1,1,2,No,No
Struble,P, CSUP,2013,2,3.48,9,4,16,16,4,1,1,0,101,94,47,39,32,78,18,6,3,372,0.253,1,8,0,No,Yes
Hernandez,P, CSUP ,2008,7,9.72 ,2,8 ,15,9 ,5 ,0,0,1 ,58.1 ,82 ,71 ,63 ,52 ,47 ,18 ,4 ,3 ,246 ,.333 ,13 ,9 ,1 ,No,No
Mattivi,P, CSUP ,2008,7,4.92 ,7,2 ,17,10 ,1 ,0,0,1 ,64.0 ,78 ,47 ,35 ,35 ,53 ,19 ,2 ,2 ,262 ,.298 ,11 ,8 ,3 ,No,Yes
Proto,P, CSUP ,2008,7,8.87 ,4,5 ,15,11 ,2 ,0,0,0 ,68.0 ,117 ,71 ,67 ,31 ,38 ,19 ,3 ,12 ,301 ,.389 ,10 ,4 ,1 ,No,No
Ball,P, CSUP ,2015,2,7.27 ,0,1 ,14,0 ,0 ,0,0 ,0 ,8.2 ,14 ,7 ,7 ,6 ,10 ,7 ,0 ,1 ,39 ,.359 ,1 ,1 ,0 ,No,No
Bevington,P, CSUP ,2015,2,4.68 ,2,2 ,16,3 ,0 ,0,0 ,0 ,32.2 ,34 ,17 ,17 ,9 ,19 ,5 ,0 ,2 ,130 ,.262 ,0 ,0 ,0 ,No,No
Bristow,P, CSUP ,2015,2,7.63 ,0,1 ,8,2 ,0 ,0,0 ,0 ,15.1 ,22 ,14 ,13 ,8 ,7 ,3 ,1 ,1 ,64 ,.344 ,1 ,3 ,0 ,No,No
Busch,P, CSUP ,2015,2,3.68 ,0,0 ,13,0 ,0 ,0,0 ,0 ,7.1 ,7 ,3 ,3 ,5 ,1 ,3 ,0 ,0 ,25 ,.280 ,1 ,3 ,0 ,No,No
Casler,P, CSUP ,2015,2,5.40 ,1,0 ,8,0 ,0 ,0,0 ,0 ,3.1 ,4 ,2 ,2 ,5 ,4 ,0 ,1 ,0 ,13 ,.308 ,1 ,1 ,0 ,No,No
Finley,P, CSUP ,2015,2,4.15 ,3,3 ,28,0 ,0 ,0,0 ,3 ,39.0 ,29 ,19 ,18 ,15 ,49 ,1 ,0 ,7 ,138 ,.210 ,5 ,5 ,1 ,No,No
Garcia,P, CSUP ,2015,2,3.46 ,1,1 ,14,1 ,0 ,0,0 ,0 ,13.0 ,16 ,8 ,5 ,5 ,11 ,3 ,0 ,0 ,53 ,.302 ,1 ,0 ,0 ,No,No
Gimenez,P, CSUP ,2015,2,3.86 ,0,0 ,7,0 ,0 ,0,0 ,0 ,4.2 ,6 ,2 ,2 ,4 ,2 ,0 ,0 ,1 ,18 ,.333 ,0 ,0 ,0 ,No,No
Hernandez,P, CSUP ,2015,2,40.50 ,0,0 ,3,0 ,0 ,0,0 ,0 ,0.2 ,3 ,4 ,3 ,1 ,0 ,0 ,0 ,0 ,5 ,.600 ,0 ,0 ,0 ,No,No
Masterson,P, CSUP ,2015,2,5.00 ,0,0 ,10,0 ,0 ,0,0 ,1 ,9.0 ,10 ,7 ,5 ,2 ,5 ,2 ,0 ,0 ,38 ,.263 ,1 ,1 ,0 ,No,No
Megyeri,P, CSUP ,2015,2,2.08 ,1,0 ,29,0 ,0 ,0,0 ,0 ,13.0 ,9 ,4 ,3 ,8 ,13 ,1 ,0 ,0 ,46 ,.196 ,1 ,2 ,0 ,No,No
Rich,P, CSUP ,2015,2,4.15 ,4,1 ,27,3 ,0 ,0,0 ,1 ,30.1 ,40 ,15 ,14 ,13 ,24 ,7 ,1 ,1 ,120 ,.333 ,3 ,1 ,0 ,No,No
Rimer,P, CSUP ,2015,2,5.30 ,5,1 ,18,9 ,1 ,1,0 ,1 ,56.0 ,62 ,39 ,33 ,29 ,34 ,9 ,0 ,3 ,211 ,.294 ,6 ,6 ,2 ,No,No
Soto,P, CSUP ,2015,2,3.63 ,9,3 ,15,15 ,0 ,0,0 ,0 ,69.1 ,76 ,34 ,28 ,41 ,54 ,11 ,1 ,2 ,264 ,.288 ,7 ,0 ,0 ,No,Yes
Sylvester,P, CSUP ,2015,2,11.25 ,0,0 ,8,0 ,0 ,0,0 ,0 ,4.0 ,10 ,7 ,5 ,4 ,3 ,0 ,0 ,0 ,25 ,.400 ,1 ,2 ,0 ,No,No
Tessone,P, CSUP ,2015,2,4.70 ,2,0 ,14,9 ,0 ,0,0 ,0 ,38.1 ,40 ,26 ,20 ,21 ,22 ,9 ,0 ,3 ,149 ,.268 ,2 ,2 ,2 ,No,No
Williams,P, CSUP ,2015,2,5.08 ,6,1 ,24,0 ,0 ,0,0 ,9 ,28.1 ,36 ,21 ,16 ,12 ,20 ,5 ,0 ,3 ,116 ,.310 ,3 ,9 ,1 ,No,No
Wittmus,P, CSUP ,2015,2,3.12 ,7,2 ,15,15 ,1 ,0,0 ,0 ,89.1 ,94 ,40 ,31 ,23 ,79 ,14 ,3 ,2 ,351 ,.268 ,5 ,10 ,0 ,Yes,No
Castaneda,P, CSUP ,2016,3,7.59 ,0,0 ,11,0 ,0 ,0,0 ,0 ,10.2 ,21 ,12 ,9 ,0 ,6 ,6 ,0 ,1 ,55 ,.382 ,0 ,1 ,1 ,No,No
Conlin,P, CSUP ,2016,3,5.03 ,5,4 ,14,14 ,1 ,0,1 ,0 ,68.0 ,89 ,50 ,38 ,17 ,53 ,14 ,2 ,4 ,274 ,.325 ,1 ,3 ,4 ,No,No
Garcia,P, CSUP ,2016,3,0.00 ,0,0 ,2,0 ,0 ,0,0 ,0 ,2.0 ,2 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,7 ,.286 ,0 ,1 ,0 ,No,No
Garcia,P, CSUP ,2016,3,6.75 ,1,0 ,7,0 ,0 ,0,0 ,0 ,5.1 ,10 ,8 ,4 ,6 ,4 ,3 ,0 ,0 ,23 ,.435 ,2 ,1 ,0 ,No,No
Gimenez,P, CSUP ,2016,3,2.25 ,0,0 ,4,0 ,0 ,0,0 ,0 ,4.0 ,7 ,3 ,1 ,0 ,3 ,2 ,1 ,1 ,21 ,.333 ,0 ,0 ,0 ,No,No
Lazcano,P, CSUP ,2016,3,6.43 ,5,4 ,12,10 ,1 ,0,0 ,0 ,49.0 ,58 ,37 ,35 ,15 ,42 ,10 ,2 ,6 ,192 ,.302 ,1 ,4 ,2 ,No,No
Letofsky,P, CSUP ,2016,3,9.00 ,0,0 ,5,0 ,0 ,0,0 ,0 ,9.0 ,13 ,9 ,9 ,2 ,5 ,3 ,0 ,2 ,38 ,.342 ,0 ,1 ,0 ,No,No
Megyeri,P, CSUP ,2016,3,8.38 ,0,0 ,22,0 ,0 ,0,1 ,0 ,9.2 ,11 ,13 ,9 ,9 ,10 ,3 ,0 ,1 ,42 ,.262 ,1 ,2 ,1 ,No,No
Nuernberg,P, CSUP ,2016,3,3.90 ,4,2 ,23,0 ,0 ,0,1 ,4 ,30.0 ,34 ,23 ,13 ,12 ,26 ,6 ,3 ,3 ,121 ,.281 ,1 ,3 ,0 ,No,No
Peeler,P, CSUP ,2016,3,5.09 ,4,2 ,12,10 ,0 ,0,0 ,0 ,63.2 ,72 ,43 ,36 ,16 ,35 ,20 ,2 ,6 ,250 ,.288 ,3 ,2 ,2 ,No,No
Rich,P, CSUP ,2016,3,2.33 ,2,2 ,21,0 ,0 ,0,1 ,1 ,27.0 ,33 ,10 ,7 ,7 ,17 ,5 ,0 ,4 ,105 ,.314 ,3 ,2 ,1 ,No,No
Venegas,P, CSUP ,2016,3,5.19 ,3,1 ,22,0 ,0 ,0,1 ,4 ,26.0 ,27 ,15 ,15 ,8 ,34 ,7 ,1 ,1 ,101 ,.267 ,6 ,2 ,0 ,No,No
Visinoni,P, CSUP ,2016,3,6.30 ,0,0 ,12,0 ,0 ,0,0 ,0 ,10.0 ,15 ,8 ,7 ,4 ,12 ,5 ,0 ,2 ,46 ,.326 ,0 ,0 ,0 ,No,No
Weinberg,P, CSUP ,2016,3,3.64 ,4,4 ,15,13 ,3 ,0,0 ,0 ,76.2 ,83 ,44 ,31 ,33 ,65 ,10 ,5 ,3 ,300 ,.277 ,4 ,6 ,0 ,No,Yes
Wilde,P, CSUP ,2016,3,6.00 ,0,0 ,3,0 ,0 ,0,0 ,0 ,3.0 ,3 ,2 ,2 ,2 ,4 ,1 ,0 ,0 ,11 ,.273 ,1 ,0 ,0 ,No,No
Castaneda,P, CSUP ,2017,4,10.80 ,0,0 ,4,0 ,0 ,0,0 ,0 ,6.2 ,9 ,10 ,8 ,3 ,4 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Follett,P, CSUP ,2017,4,6.55 ,0,3 ,18,2 ,0 ,0,0 ,4 ,33.0 ,47 ,27 ,24 ,24 ,30 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Fuhrman,P, CSUP ,2017,4,27.00 ,0,0 ,3,0 ,0 ,0,0 ,0 ,1.2 ,8 ,6 ,5 ,1 ,0 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Gendian,P, CSUP ,2017,4,9.00 ,0,0 ,2,0 ,0 ,0,0 ,0 ,1.0 ,2 ,1 ,1 ,2 ,0 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Hall,P, CSUP ,2017,4,0.00 ,0,0 ,1,0 ,0 ,0,0 ,0 ,1.0 ,1 ,0 ,0 ,0 ,1 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Halsey,P, CSUP ,2017,4,18.90 ,0,1 ,9,0 ,0 ,0,0 ,0 ,6.2 ,17 ,14 ,14 ,5 ,6 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Hoffman,P, CSUP ,2017,4,7.33 ,2,2 ,7,6 ,0 ,0,0 ,0 ,27.0 ,40 ,23 ,22 ,7 ,15 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Honorof,P, CSUP ,2017,4,13.14 ,0,1 ,12,2 ,0 ,0,0 ,0 ,12.1 ,26 ,21 ,18 ,7 ,5 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Juracek,P, CSUP ,2017,4,15.43 ,0,0 ,8,0 ,0 ,0,0 ,0 ,7.0 ,15 ,14 ,12 ,3 ,2 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Lazcano,P, CSUP ,2017,4,3.18 ,6,1 ,14,14 ,3 ,1,0 ,0 ,93.1 ,84 ,50 ,33 ,29 ,97 ,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No
Lighthall,P, CSUP ,2017,4,9.17 ,3,3 ,10,6 ,1 ,0,0 ,0 ,34.1 ,63 ,37 ,35 ,9 ,21 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Megyeri,P, CSUP ,2017,4,7.71 ,0,0 ,5,0 ,0 ,0,0 ,0 ,2.1 ,4 ,3 ,2 ,1 ,4 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Nuernberg,P, CSUP ,2017,4,6.07 ,4,4 ,21,3 ,0 ,0,0 ,1 ,46.0 ,61 ,38 ,31 ,20 ,37 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Peeler,P, CSUP ,2017,4,9.93 ,2,7 ,14,9 ,1 ,0,0 ,0 ,51.2 ,83 ,61 ,57 ,16 ,27 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Ricklefs,P, CSUP ,2017,4,5.09 ,3,3 ,19,3 ,1 ,0,0 ,4 ,35.1 ,37 ,26 ,20 ,18 ,22 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Rohleder,P, CSUP ,2017,4,2.81 ,1,0 ,4,3 ,0 ,0,0 ,0 ,16.0 ,18 ,15 ,5 ,8 ,13 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Visinoni,P, CSUP ,2017,4,2.76 ,2,0 ,11,0 ,0 ,0,0 ,0 ,16.1 ,18 ,14 ,5 ,8 ,16 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Weinberg,P, CSUP ,2017,4,27.00 ,0,1 ,1,1 ,0 ,0,0 ,0 ,1.1 ,3 ,6 ,4 ,3 ,2 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Arceneaux,P, MSUD,2013,6,7.15,3,5,12,11,2,0,1,0,56.2,89,61,45,28,38,11,2,4,242,0.368,7,4,1,No,No
Carpenter,P, MSUD,2013,6,11.68,0,1,8,1,0,0,1,0,12.1,29,16,16,6,9,4,2,0,63,0.460,3,2,0,No,No
Ford,P, MSUD,2013,6,4.4,1,1,14,0,0,0,1,1,14.1,17,7,7,5,8,1,0,0,54,0.315,2,4,1,No,No
Gojan,P, MSUD,2013,6,3.83,4,5,13,12,2,0,1,0,84.2,87,48,36,25,36,15,1,0,319,0.273,6,12,1,No,Yes
Hammett,P, MSUD,2013,6,4.71,4,4,11,11,1,0,1,0,63,65,38,33,37,48,6,1,1,243,0.267,8,8,2,No,No
Hand,P, MSUD,2013,6,3.86,0,3,15,0,0,0,1,0,18.2,25,9,8,11,11,2,0,0,73,0.342,3,1,0,No,No
Hill,P, MSUD,2013,6,6.94,0,1,9,1,0,0,1,0,11.2,12,11,9,5,10,5,0,0,44,0.273,1,7,0,No,No
Knotek,P, MSUD,2013,6,22.5,0,0,2,0,0,0,1,0,2,3,5,5,3,1,0,0,0,9,0.333,2,3,1,No,No
Luzon,P, MSUD,2013,6,6.87,3,1,16,0,0,0,1,0,18.1,23,16,14,13,8,9,0,2,72,0.319,7,4,0,No,No
Nelson,P, MSUD,2013,6,9,0,0,1,0,0,0,1,0,1,2,1,1,1,0,1,0,0,5,0.400,1,0,0,No,No
Paust,P, MSUD,2013,6,2.08,0,0,3,0,0,0,1,0,4.1,3,3,1,2,3,1,0,0,17,0.176,3,0,0,No,No
Roth,P, MSUD,2013,6,4.21,1,1,12,0,0,0,1,0,25.2,31,19,12,11,15,5,1,2,100,0.310,4,4,0,No,No
Stimpson,P, MSUD,2013,6,8.53,0,0,4,0,0,0,1,0,6.1,8,6,6,5,3,1,0,0,24,0.333,3,3,0,No,No
Thill,P, MSUD,2013,6,6.75,4,5,12,11,1,0,1,0,56,70,47,42,44,46,9,0,4,224,0.313,10,4,4,No,No
Casas,P, MSUD ,2008,2,6.48 ,7,1 ,14,14 ,1 ,0,0,0 ,75.0 ,100 ,60 ,54 ,35 ,75 ,24 ,2 ,2 ,314 ,.318 ,9 ,8 ,1 ,No,Yes
Green,P, MSUD ,2008,2,7.10 ,9,2 ,13,13 ,1 ,0,0,0 ,77.1 ,77 ,68 ,61 ,53 ,67 ,11 ,1 ,14 ,297 ,.259 ,5 ,9 ,0 ,Yes,No
Jamison,P, MSUD ,2008,2,6.65 ,5,4 ,12,11 ,1 ,1,0,0 ,66.1 ,78 ,58 ,49 ,37 ,71 ,11 ,0 ,4 ,262 ,.298 ,5 ,20 ,3 ,No,No
Lockhart,P, MSUD ,2008,2,7.06 ,7,4 ,14,13 ,2 ,0,0,0 ,65.0 ,101 ,54 ,51 ,23 ,41 ,23 ,0 ,5 ,278 ,.363 ,6 ,4 ,1 ,No,No
Baca,P, MSUD ,2015,3,3.25 ,9,3 ,24,2 ,0 ,0,0 ,2 ,55.1 ,63 ,26 ,20 ,11 ,51 ,8 ,1 ,3 ,210 ,.300 ,2 ,3 ,1 ,Yes,No
Garcia,P, MSUD ,2015,3,4.39 ,5,6 ,13,13 ,2 ,0,1 ,0 ,67.2 ,61 ,43 ,33 ,44 ,74 ,13 ,0 ,7 ,253 ,.241 ,10 ,5 ,1 ,No,No
Hammett,P, MSUD ,2015,3,6.59 ,4,4 ,12,11 ,0 ,0,0 ,0 ,56.0 ,68 ,47 ,41 ,37 ,41 ,12 ,3 ,8 ,225 ,.302 ,10 ,2 ,0 ,No,No
Hansen,P, MSUD ,2015,3,18.00 ,0,0 ,2,0 ,0 ,0,0 ,0 ,2.0 ,4 ,4 ,4 ,5 ,2 ,1 ,0 ,0 ,9 ,.444 ,0 ,0 ,0 ,No,No
Lalk,P, MSUD ,2015,3,3.12 ,4,1 ,15,11 ,2 ,1,1 ,1 ,92.1 ,84 ,35 ,32 ,22 ,89 ,10 ,1 ,6 ,346 ,.243 ,2 ,3 ,1 ,No,Yes
Moore,P, MSUD ,2015,3,7.71 ,1,3 ,15,0 ,0 ,0,1 ,2 ,16.1 ,20 ,15 ,14 ,7 ,9 ,3 ,0 ,2 ,65 ,.308 ,3 ,2 ,0 ,No,No
Pavel,P, MSUD ,2015,3,9.00 ,0,0 ,1,0 ,0 ,0,0 ,0 ,1.0 ,3 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,5 ,.600 ,0 ,0 ,0 ,No,No
Stroup,P, MSUD ,2015,3,4.98 ,0,0 ,12,0 ,0 ,0,0 ,1 ,21.2 ,24 ,12 ,12 ,6 ,14 ,1 ,0 ,1 ,82 ,.293 ,0 ,8 ,1 ,No,No
Thill,P, MSUD ,2015,3,4.82 ,5,3 ,14,13 ,3 ,0,0 ,0 ,71.0 ,83 ,45 ,38 ,21 ,64 ,21 ,1 ,8 ,278 ,.299 ,4 ,13 ,0 ,No,No
Vega,P, MSUD ,2015,3,6.86 ,0,1 ,13,0 ,0 ,0,0 ,3 ,19.2 ,28 ,17 ,15 ,4 ,16 ,4 ,0 ,1 ,84 ,.333 ,4 ,1 ,0 ,No,No
Baca,P, MSUD ,2016,5,5.21 ,2,6 ,15,8 ,2 ,1,0 ,1 ,57.0 ,84 ,36 ,33 ,13 ,50 ,21 ,0 ,8 ,240 ,.350 ,4 ,2 ,1 ,No,No
Garcia,P, MSUD ,2016,5,2.90 ,5,7 ,12,12 ,2 ,1,0 ,0 ,83.2 ,76 ,40 ,27 ,29 ,95 ,13 ,3 ,6 ,311 ,.244 ,7 ,5 ,1 ,Yes,No
Gjersee,P, MSUD ,2016,5,10.45 ,0,1 ,11,1 ,0 ,0,0 ,1 ,10.1 ,19 ,13 ,12 ,6 ,6 ,5 ,2 ,1 ,47 ,.404 ,2 ,1 ,0 ,No,No
Hansen,P, MSUD ,2016,5,5.06 ,0,0 ,5,0 ,0 ,0,0 ,0 ,5.1 ,2 ,3 ,3 ,7 ,3 ,1 ,0 ,1 ,14 ,.143 ,0 ,1 ,1 ,No,No
Hogoboom,P, MSUD ,2016,5,7.12 ,0,0 ,10,1 ,0 ,0,1 ,1 ,24.0 ,35 ,20 ,19 ,14 ,10 ,9 ,2 ,1 ,97 ,.361 ,1 ,5 ,1 ,No,No
Maloney,P, MSUD ,2016,5,12.00 ,0,1 ,2,0 ,0 ,0,0 ,1 ,3.0 ,6 ,4 ,4 ,1 ,3 ,5 ,0 ,0 ,14 ,.429 ,0 ,0 ,0 ,No,No
Moore,P, MSUD ,2016,5,8.44 ,2,0 ,7,0 ,0 ,0,0 ,0 ,10.2 ,10 ,10 ,10 ,8 ,3 ,2 ,1 ,2 ,41 ,.244 ,1 ,2 ,0 ,No,No
O'Donnell,P, MSUD ,2016,5,3.38 ,1,1 ,10,0 ,0 ,0,0 ,1 ,16.0 ,15 ,8 ,6 ,4 ,14 ,5 ,0 ,1 ,63 ,.238 ,0 ,0 ,0 ,No,No
Paust,P, MSUD ,2016,5,7.71 ,0,1 ,2,0 ,0 ,0,0 ,1 ,2.1 ,2 ,2 ,2 ,4 ,1 ,1 ,0 ,0 ,8 ,.250 ,0 ,0 ,0 ,No,No
Pepin,P, MSUD ,2016,5,9.00 ,0,0 ,2,0 ,0 ,0,0 ,0 ,2.0 ,0 ,2 ,2 ,4 ,1 ,0 ,0 ,0 ,4 ,.000 ,2 ,0 ,0 ,No,No
Roley,P, MSUD ,2016,5,7.71 ,1,3 ,5,4 ,0 ,0,1 ,0 ,21.0 ,26 ,19 ,18 ,16 ,12 ,4 ,1 ,2 ,81 ,.321 ,4 ,5 ,0 ,No,No
Rowley,P, MSUD ,2016,5,12.00 ,0,0 ,5,0 ,0 ,0,0 ,0 ,3.0 ,4 ,4 ,4 ,3 ,0 ,1 ,1 ,0 ,12 ,.333 ,1 ,1 ,0 ,No,No
Smith,P, MSUD ,2016,5,9.00 ,0,0 ,3,0 ,0 ,0,0 ,0 ,2.0 ,3 ,2 ,2 ,2 ,1 ,3 ,0 ,0 ,10 ,.300 ,0 ,1 ,0 ,No,No
Stimpson,P, MSUD ,2016,5,0.00 ,0,0 ,2,0 ,0 ,0,0 ,0 ,2.0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,6 ,.000 ,0 ,0 ,0 ,No,No
Stroup,P, MSUD ,2016,5,5.71 ,2,1 ,13,7 ,0 ,0,0 ,0 ,41.0 ,52 ,38 ,26 ,12 ,18 ,11 ,1 ,2 ,168 ,.310 ,0 ,10 ,1 ,No,No
Vega,P, MSUD ,2016,5,3.29 ,3,2 ,7,7 ,1 ,0,0 ,0 ,41.0 ,48 ,19 ,15 ,9 ,20 ,14 ,2 ,3 ,164 ,.293 ,0 ,2 ,2 ,No,No
Arnold,P, MSUD ,2017,3,7.20 ,0,0 ,5,0 ,0 ,0,0 ,0 ,5.0 ,7 ,4 ,4 ,3 ,6 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Bohannon,P, MSUD ,2017,3,5.93 ,3,3 ,13,3 ,0 ,0,0 ,0 ,27.1 ,41 ,20 ,18 ,17 ,26 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Crader,P, MSUD ,2017,3,10.12 ,0,2 ,6,1 ,0 ,0,0 ,0 ,13.1 ,21 ,16 ,15 ,7 ,4 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Gjersee,P, MSUD ,2017,3,5.40 ,1,0 ,10,0 ,0 ,0,0 ,0 ,15.0 ,21 ,16 ,9 ,13 ,15 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Hansen,P, MSUD ,2017,3,6.75 ,0,0 ,5,0 ,0 ,0,0 ,0 ,5.1 ,3 ,6 ,4 ,10 ,4 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Hogoboom,P, MSUD ,2017,3,4.93 ,4,3 ,13,7 ,0 ,0,0 ,0 ,45.2 ,56 ,30 ,25 ,20 ,27 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Kaasch,P, MSUD ,2017,3,9.00 ,1,0 ,5,0 ,0 ,0,0 ,0 ,5.0 ,4 ,5 ,5 ,8 ,2 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Moore,P, MSUD ,2017,3,6.14 ,0,1 ,12,0 ,0 ,0,0 ,2 ,14.2 ,13 ,12 ,10 ,7 ,3 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
O'Donnell,P, MSUD ,2017,3,3.77 ,2,1 ,13,0 ,0 ,0,0 ,7 ,14.1 ,14 ,6 ,6 ,7 ,15 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Pepin,P, MSUD ,2017,3,27.00 ,0,0 ,3,0 ,0 ,0,0 ,0 ,1.1 ,3 ,7 ,4 ,7 ,1 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Roley,P, MSUD ,2017,3,6.43 ,1,2 ,12,0 ,0 ,0,0 ,2 ,14.0 ,15 ,11 ,10 ,14 ,16 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Rowley,P, MSUD ,2017,3,5.82 ,0,1 ,9,1 ,0 ,0,0 ,0 ,21.2 ,23 ,16 ,14 ,10 ,9 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Smith,P, MSUD ,2017,3,7.27 ,2,0 ,11,0 ,0 ,0,0 ,0 ,17.1 ,25 ,16 ,14 ,3 ,9 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Stimpson,P, MSUD ,2017,3,6.89 ,2,3 ,14,9 ,1 ,1,0 ,0 ,48.1 ,43 ,42 ,37 ,40 ,45 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Strube,P, MSUD ,2017,3,5.67 ,4,7 ,14,14 ,0 ,0,0 ,0 ,73.0 ,85 ,62 ,46 ,39 ,32 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Tabor,P, MSUD ,2017,3,27.00 ,0,0 ,1,0 ,0 ,0,0 ,0 ,1.2 ,5 ,7 ,5 ,1 ,0 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Vega,P, MSUD ,2017,3,4.54 ,7,2 ,14,14 ,4 ,0,0 ,0 ,85.1 ,104 ,51 ,43 ,21 ,63 ,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes
Yacovetta,P, MSUD ,2017,3,11.88 ,0,0 ,9,3 ,0 ,0,0 ,1 ,16.2 ,28 ,26 ,22 ,18 ,15 ,NA,NA,NA,NA,NA,NA,NA,NA,No,No
Almeida,P, NMHU,2013,3,3.27,6,2,18,8,2,0,1,5,66,67,28,24,23,73,9,1,1,254,0.264,6,4,2,Yes,No
Clark,P, NMHU,2013,3,8.71,3,0,14,0,0,0,1,0,20.2,28,21,20,14,20,1,3,3,86,0.326,0,5,1,No,No
Garcia,P, NMHU,2013,3,3.68,3,2,11,0,0,0,1,0,29.1,34,15,12,6,12,9,0,0,117,0.291,0,4,5,No,No
Gualco,P, NMHU,2013,3,7.71,0,1,7,1,0,0,1,1,7,9,6,6,4,8,3,1,0,27,0.333,0,1,0,No,No
Hansen,P, NMHU,2013,3,4.3,4,3,9,9,1,0,1,0,58.2,63,39,28,10,35,15,2,5,231,0.273,1,3,0,No,No
Hernandez,P, NMHU,2013,3,8.92,2,4,14,8,0,0,1,0,39.1,71,47,39,19,25,11,1,1,174,0.408,4,5,1,No,No
Hite,P, NMHU,2013,3,7.23,1,1,17,0,0,0,1,1,18.2,24,18,15,8,18,6,0,1,75,0.320,0,12,0,No,No
Martinez,P, NMHU,2013,3,11.57,0,1,5,1,0,0,1,0,4.2,13,10,6,2,1,2,0,0,27,0.481,1,0,0,No,No
Prokupek,P, NMHU,2013,3,5.29,7,3,13,13,3,0,1,0,83.1,92,55,49,25,55,11,1,2,332,0.277,5,15,3,No,No
Robles,P, NMHU,2013,3,17.36,0,0,6,0,0,0,1,0,4.2,14,10,9,1,0,5,0,2,25,0.560,1,0,0,No,No
Torres,P, NMHU,2013,3,6.28,3,5,14,12,5,0,1,0,71.2,99,58,50,18,44,26,1,4,295,0.336,4,4,1,No,No
Vela,P, NMHU,2013,3,7.11,0,2,15,1,0,0,1,3,19,29,24,15,12,12,5,2,3,85,0.341,3,3,1,No,No
Piho,P, NMHU ,2008,6,7.22 ,3,10 ,16,15 ,1 ,0,0,0 ,72.1 ,103 ,65 ,58 ,35 ,32 ,24 ,4 ,6 ,310 ,.332 ,9 ,11 ,0 ,No,No
